Unnamed: 0,lat1,lon1,start1,lat2,lon2
31568,41.893055555556,12.482777777778,4520,41.893055555556,12.482777777778
136903,53.0,-8.0,4520,43.85,10.516666666667
78876,29.408333333333,31.252777777778,4520,29.408333333333,31.252777777778
22124,41.893055555556,12.482777777778,4520,41.893055555556,12.482777777778
34571,41.01224000000001,28.976018,4520,41.01224000000001,28.976018
309644,43.4574214,12.2403118,4520,43.45,12.433333333333001
2320,42.0,26.0,4520,41.01224000000001,28.976018
39061,54.917,-8.0,4521,56.333333333332995,-6.4166666666667
232523,36.2,36.15,4521,36.2,36.15
118075,37.145655555556004,38.783961111111005,4522,37.145655555556004,38.783961111111005
62283,40.92577778,32.49133333,4522,40.943055555556,32.530555555556
279711,50.3,-4.9,4524,48.647222222222005,-3.7152777777778
131292,41.01224000000001,28.976018,4525,41.01224000000001,28.976018
86940,37.859993,27.835472,4525,41.893055555556,12.482777777778
31567,41.893055555556,12.482777777778,4525,41.893055555556,12.482777777778
269014,47.217222222222006,-1.5538888888889,4527,47.168055555556,-1.4713888888889
