Unnamed: 0,lat1,lon1,start1,lat2,lon2
2863,41.893055555556,12.482777777778,4040,44.61288,33.493873
88074,43.604444444444,1.4438888888889,4040,43.604444444444,1.4438888888889
469473,31.625321000000003,35.145264000000005,4040,41.533333333333005,-8.4166666666667
3383,31.704444444443997,35.206111111111,4040,41.893055555556,12.482777777778
294944,42.0,26.0,4040,37.65,14.516666666667
38497,41.893055555556,12.482777777778,4040,40.8,13.433333333333001
39686,40.833333333333,14.25,4040,40.833333333333,14.25
84215,41.3825,2.1769444444444,4040,41.893055555556,12.482777777778
42129,43.433055555556,6.7355555555556,4040,41.893055555556,12.482777777778
794,41.38222222,-1.60361111,4040,41.38222222,-1.60361111
45907,41.893055555556,12.482777777778,4041,41.893055555556,12.482777777778
12727,41.893055555556,12.482777777778,4042,41.893055555556,12.482777777778
33977,34.66,112.4,4045,35.0,105.0
2777,38.495166666667,22.844819444444,4045,38.483333333333,22.5
